"","year","player_name","ranking","top_10","wins","score_average","rounds","bounce_back","driving_accuracy","driving_distance","par5_SA","gir","hole_proximity","putts_round","scramble","sg_putt","sg_t2g","masters_finish","total_score","sg_total","wgr"
"594",2005,"Chris Smith","101",1,0,71.701,93,24.74,60.22,300.8,4.68,69.24,5052.667,30.18,50.1,-0.309,0.044,NA,NA,-0.266,"57"
"595",2006,"Chris Smith","108",0,0,71.567,67,19.71,66.02,299.2,4.65,69.32,3619.5,30.18,52.7,0.181,-0.33,NA,NA,-0.352,"42"
"596",2007,"Chris Stroud","109",2,0,71.218,66,18.37,66.56,290,4.71,66.15,3052.833,29.39,56.15,-0.087,0.046,NA,NA,-0.041,"14"
"597",2008,"Chris Stroud","136",2,0,71.73,81,18.29,66.38,287.4,4.72,67.63,3246,30.16,54,-0.413,-0.143,NA,NA,-0.556,"89"
"598",2009,"Chris Stroud","36",2,0,70.748,88,19.62,63.73,290.7,4.58,68.72,3671.5,29.63,53.91,-0.092,0.098,NA,NA,0.007,"92"
"599",2010,"Chris Stroud","121",4,0,70.966,90,22.86,62.98,287.2,4.66,69.31,3189.167,29.77,57.4,0.062,0.169,NA,NA,0.229,"95"
"600",2011,"Chris Stroud","88",2,0,70.838,88,19.76,60.03,291.2,4.63,67,3742.667,29.49,57.31,-0.155,0.212,NA,NA,0.057,"261"
"601",2012,"Chris Stroud","119",2,0,70.878,86,19.21,62.31,286.6,4.71,63.37,3594.25,28.88,61.55,0.082,0.04,NA,NA,0.121,"149"
"602",2013,"Chris Stroud","91",4,0,70.546,88,23.08,62.4,277,4.68,64.33,3587.75,28.4,64.6,0.34,0.276,NA,NA,0.616,"251"
"603",2014,"Chris Stroud","43",4,0,70.476,88,19.2,63.93,285.8,4.69,65.21,3416.75,28.35,61.89,0.182,0.236,NA,NA,0.418,"81"
"604",2015,"Chris Stroud","98",2,0,71.194,84,19.74,64.22,283,4.75,65.67,3113.917,28.95,59.92,-0.176,0.178,NA,NA,0.002,"151"
"605",2016,"Chris Stroud","101",1,0,71.101,82,17.73,60.7,286.3,4.66,66.6,3671.333,29.19,56.96,0.15,-0.029,NA,NA,0.121,"168"
"606",2017,"Chris Stroud","83",3,1,70.815,67,20.12,65.7,286.8,4.63,66.2,2524.167,29.03,59.33,-0.126,0.139,NA,NA,0.013,"151"
"607",2018,"Chris Stroud","149",1,0,71.628,81,21.23,62.24,289.8,4.71,62.94,3354.5,28.78,59.96,0.053,-0.391,NA,NA,-0.338,"173"
"608",2007,"Chris Tidland","166",1,0,71.967,59,22.22,61.8,292.9,4.64,63.64,3002.667,29.15,56.11,0.547,-1.253,NA,NA,-0.706,"73"
"609",2010,"Chris Tidland","128",2,0,71.255,77,20.09,63.08,288.1,4.69,66.36,3768.833,29.22,57.47,0.231,-0.239,NA,NA,-0.004,"187"
"610",2010,"Chris Wilson","187",0,0,72.682,65,14.08,59.93,291.7,4.79,63.28,3130.417,29.56,53.85,-0.668,-0.962,NA,NA,-1.631,"162"
"611",2007,"Cliff Kresge","83",1,0,70.76,107,19.81,61.15,285.6,4.72,64.75,5339.083,29.01,58.62,0.095,-0.021,NA,NA,0.074,"178"
"612",2008,"Cliff Kresge","167",4,0,70.954,84,16.79,62.26,280.9,4.73,65,3795.833,29.59,53.97,-0.118,0,NA,NA,-0.118,"141"
"613",2009,"Cliff Kresge","133",1,0,70.961,78,17.67,65.33,280.5,4.69,63.81,3419.5,28.97,59.49,0.033,-0.04,NA,NA,-0.007,"205"
"614",2010,"Cliff Kresge","140",0,0,71.417,50,19.12,68.59,283.2,4.77,66.67,1892.75,29.76,59.06,-0.573,0.083,NA,NA,-0.488,"79"
"615",2008,"Cody Freeman","196",0,0,72.606,66,16.81,57.18,287.8,4.87,61.29,3129.333,29.45,53.24,-0.341,-0.885,NA,NA,-1.226,"59"
"616",2017,"Cody Gribble","119",2,1,71.581,79,21.77,54.77,297.2,4.71,62.7,4138.167,28.53,54.74,0.461,-0.985,NA,NA,-0.524,"208"
"617",2018,"Cody Gribble","165",0,0,72.112,71,19.63,55.45,301,4.76,62.48,3504.417,28.88,53.3,0.201,-1.02,NA,NA,-0.819,"128"
"618",2009,"Colt Knost","144",0,0,71.67,71,18.78,69.83,279.6,4.76,66.23,2849.833,29.37,54.83,0.076,-0.877,NA,NA,-0.801,"237"
"619",2011,"Colt Knost","183",0,0,71.747,80,16.53,66.02,279,4.78,62.01,3577.833,29.12,55.34,0.271,-0.938,NA,NA,-0.667,"53"
"620",2012,"Colt Knost","170",2,0,71.798,79,16.73,68,272.5,4.77,62.12,3388.917,29.14,55.24,0.184,-1.165,NA,NA,-0.981,"134"
"621",2013,"Colt Knost","145",0,0,72.264,69,15.64,66.48,271.7,4.69,61.71,2758.667,28.78,56.47,0.435,-1.714,NA,NA,-1.279,"151"
"622",2015,"Colt Knost","51",4,0,70.698,90,20.93,71.24,276.6,4.66,67.44,3291.75,28.98,58.93,0.348,-0.152,NA,NA,0.196,"257"
"623",2016,"Colt Knost","100",3,0,70.785,90,16,73.36,269.7,4.65,65.25,3289.25,28.83,61.9,0.384,-0.06,NA,NA,0.324,"206"
"624",2018,"Conrad Shindler","128",0,0,71.465,60,18.24,65.77,291.3,4.59,66.27,1999.75,29.14,60,-0.166,-0.147,NA,NA,-0.313,"193"
"625",2018,"Corey Conners","101",1,0,70.743,97,23.41,62.99,303.3,4.63,70.19,3915,29.84,57.52,-0.385,0.579,NA,NA,0.193,"92"
"626",2005,"Corey Pavin","119",2,0,70.721,77,23.98,66.99,258.7,4.69,62.56,3042.25,28.4,63.21,0.38,0.069,NA,NA,0.448,"134"
"627",2006,"Corey Pavin","152",1,1,70.683,74,12.29,67.66,265.9,4.75,63.57,2425.5,28.91,66.45,0.226,0.232,NA,NA,0.325,"172"
"628",2007,"Corey Pavin","184",1,0,71.276,81,20.25,68.82,265.3,4.75,60.77,3504.167,28.91,61.71,0.309,-0.487,NA,NA,-0.178,"104"
"629",2008,"Corey Pavin","89",2,0,70.325,69,15.15,69.22,261.4,4.78,57.95,2687.083,27.92,64.43,0.973,-0.594,NA,NA,0.379,"174"
"630",2009,"Corey Pavin","107",0,0,70.84,73,16.49,70.95,259,4.77,62.99,2386.667,28.57,58.89,0.429,-0.478,NA,NA,-0.049,"277"
"631",2005,"Craig Barlow","37",1,0,71.118,81,17.67,64.52,289.6,4.68,66.67,3128.333,29.62,54.11,-0.27,0.479,NA,NA,0.209,"200"
"632",2006,"Craig Barlow","48",2,0,71.171,77,19.2,58.04,294.1,4.6,65.75,3304,29.41,54.67,-0.292,0.333,NA,NA,-0.066,"94"
"633",2007,"Craig Barlow","63",0,0,71.343,52,24.36,60.97,295.5,4.65,67.2,2009,29.81,56.68,-0.253,0.278,NA,NA,0.024,"186"
"634",2007,"Craig Bowden","142",1,0,71.565,78,18.72,73.07,273.1,4.69,64.91,3200.583,29.05,61.88,0.255,-0.258,NA,NA,-0.004,"35"
"635",2010,"Craig Bowden","191",0,0,72.229,56,11.63,72.86,270,4.88,62.64,2364.5,29.53,58.31,-0.404,-0.698,NA,NA,-1.104,"8"
"636",2007,"Craig Kanada","120",1,0,71.065,109,18.97,65.96,277.2,4.72,64.5,4526.833,28.98,59.61,0.012,-0.001,NA,NA,0.011,"122"
"637",2008,"Craig Kanada","119",0,0,71.058,65,17.71,69.38,272.6,4.73,62.52,2568.333,28.75,60.55,0.407,-0.615,NA,NA,-0.208,"30"
"638",2007,"Craig Lile","128",0,0,71.386,77,19.34,63.27,283.9,4.73,63.04,3919.583,28.77,60.12,0.484,-0.592,NA,NA,-0.108,"65"
"639",2005,"Craig Perks","195",0,0,72.83,67,15.02,53.91,285.8,4.81,62.05,3517.333,30.02,47.75,-0.645,-0.757,NA,NA,-1.402,"58"
"640",2005,"D.A. Points","127",0,0,71.739,94,20.3,63.59,290.5,4.63,64.94,4944.5,29.53,57.75,-0.403,0.061,NA,NA,-0.342,"136"
"641",2006,"D.A. Points","151",1,0,71.521,82,18.5,62.37,289.4,4.73,62.92,4085.583,28.95,56.18,0.102,-0.296,NA,NA,-0.288,"10"
"642",2009,"D.A. Points","93",4,0,70.931,99,20.77,68.36,281.3,4.7,66.25,4307.75,29.35,57.52,0.003,0.295,NA,NA,0.298,"252"
"643",2010,"D.A. Points","137",3,0,70.958,90,17.81,64.52,283,4.69,67.9,4059,29.74,58.65,-0.1,0.302,NA,NA,0.199,"180"
"644",2011,"D.A. Points","40",3,1,70.621,89,24.91,66.45,287.4,4.67,64.92,3705.333,29.04,58.36,0.227,0.071,"99","148",0.297,"87"
"645",2012,"D.A. Points","104",3,0,70.946,88,20.7,64.66,284,4.68,66.48,4220.583,29.48,56.5,-0.109,0.394,NA,NA,0.284,"98"
"646",2013,"D.A. Points","135",3,1,71.116,87,24.26,63.48,281.1,4.68,62.77,3332,29.08,55.92,-0.161,0.16,"38","292",0,"70"
"647",2014,"D.A. Points","171",0,0,72.239,75,16.94,62.56,284.5,4.85,62.71,2937,29.82,53.88,-0.344,-0.753,"99","150",-1.097,"87"
"648",2015,"D.A. Points","176",0,0,71.701,72,14.76,56.37,280.8,4.7,64.29,2820.25,29.24,59.78,-0.054,-0.396,NA,NA,-0.451,"177"
"649",2016,"D.A. Points","161",0,0,71.655,55,17.83,59.47,282.3,4.78,65.36,1906,29.18,57.86,-0.596,0.19,NA,NA,-0.406,"107"
"650",2017,"D.A. Points","122",1,1,71.315,68,17.26,65.83,278.1,4.7,66.83,2807.083,29.56,55.67,-0.478,0.071,NA,NA,-0.406,"227"
"651",2018,"D.A. Points","161",1,0,73.019,63,20.45,60.47,280.8,4.76,60.2,2428.667,29.1,53.32,0.11,-1.559,NA,NA,-1.449,"161"
"652",2013,"D.H. Lee","67",3,0,71.187,65,21.51,66.23,280.9,4.64,65.98,2588.333,29.23,57.79,0.037,-0.213,NA,NA,-0.176,"126"
"653",2014,"D.H. Lee","169",0,0,71.914,54,15.53,66.47,276.2,4.84,59.89,2573.583,29.14,58.73,0.024,-0.82,NA,NA,-0.796,"168"
"654",2016,"D.H. Lee","171",0,0,73.415,61,15.89,60.85,280.4,4.72,60.14,2481.833,28.96,50.61,0.042,-1.821,NA,NA,-1.778,"177"
"655",2005,"D.J. Brigman","180",0,0,72.019,76,19.47,63.08,295.5,4.67,63.81,3524,30.1,51.81,-0.715,-0.229,NA,NA,-0.944,"5"
"656",2007,"D.J. Brigman","125",0,0,71.467,67,18.22,62.2,288.9,4.75,66.05,3040.417,29.95,51.69,-0.026,-0.464,NA,NA,-0.49,"82"
"657",2011,"D.J. Brigman","163",0,0,71.803,67,13.9,55.27,290.2,4.72,60.92,3118.5,29.12,53.49,-0.245,-0.808,NA,NA,-1.053,"34"
"658",2005,"D.J. Trahan","48",3,0,71.059,81,25,61.77,295.8,4.58,67.89,3961.417,29.73,54.38,-0.313,0.758,NA,NA,0.444,"65"
"659",2006,"D.J. Trahan","106",2,1,71.459,92,15.3,64.04,291.5,4.68,64.01,4394.333,29.26,56.26,-0.179,0.049,NA,NA,-0.275,"165"
"660",2007,"D.J. Trahan","124",3,0,71.083,99,17.07,65.36,295.1,4.68,66.95,5007.917,29.88,58.74,-0.559,0.53,NA,NA,-0.029,"108"
"661",2008,"D.J. Trahan","48",4,1,70.329,94,23.55,65.31,291.3,4.69,66.25,4145.333,29.52,55.69,-0.411,0.934,"99","153",0.523,"117"
"662",2009,"D.J. Trahan","56",3,0,70.877,96,21.24,67.19,289.2,4.59,70.37,3701.583,29.84,55.47,-0.419,0.643,"44","293",0.224,"67"
"663",2010,"D.J. Trahan","14",7,0,70.661,92,24.9,61.4,301.1,4.59,71.26,4007.167,30.02,54.83,-0.467,0.963,NA,NA,0.494,"125"
"664",2011,"D.J. Trahan","71",1,0,70.87,91,19.11,59.81,298.6,4.64,68.99,4050.583,30.12,58.27,-0.815,0.984,NA,NA,0.169,"152"
"665",2012,"D.J. Trahan","166",2,0,71.563,73,17.62,61.33,292.2,4.7,65.94,3335.25,29.91,53.43,-0.579,-0.147,NA,NA,-0.726,"195"
"666",2013,"D.J. Trahan","101",1,0,71.429,48,20.61,63.54,293.4,4.67,67.87,1771,29.67,56.39,-0.247,-0.285,NA,NA,-0.531,"47"
"667",2006,"Daisuke Maruyama","72",4,0,71.178,83,17.78,71.75,284.5,4.67,66.24,3476.083,29.23,57.5,-0.182,0.162,NA,NA,-0.111,"154"
"668",2007,"Daisuke Maruyama","130",1,0,71.547,86,18.25,67.42,288.6,4.74,64.91,4371.25,29.66,54.63,-0.265,-0.12,NA,NA,-0.385,"147"
"669",2005,"Dan Forsman","49",0,0,71.024,52,30.3,58.32,294,4.65,69.22,2268.5,29.42,59.93,0.205,0.165,NA,NA,0.37,"80"
"670",2015,"Daniel Berger","25",6,0,70.581,97,25.88,60.74,302.1,4.58,68.84,4159.833,29.23,60.66,-0.193,0.682,NA,NA,0.489,"71"
"671",2016,"Daniel Berger","49",6,1,70.339,92,25.32,56.68,298.4,4.64,67.67,3613,29.08,56.95,0.175,0.718,"10","289",0.893,"59"
"672",2017,"Daniel Berger","33",6,1,70.121,91,27.27,60.02,296.5,4.61,66.93,3365,28.73,62.8,0.202,0.83,"27","291",1.032,"34"
"673",2018,"Daniel Berger","86",1,0,70.32,81,20.38,64.58,297.7,4.6,66.89,3401.25,29.42,58.94,0.319,0.497,"32","289",0.816,"37"
"674",2005,"Daniel Chopra","85",2,0,71.051,108,19.31,55.52,297.3,4.65,63.89,5579,28.74,61.54,0.176,0.166,NA,NA,0.341,"170"
"675",2006,"Daniel Chopra","19",6,0,70.834,110,22.04,56.77,298.5,4.63,63.5,5167.5,28.21,57.47,0.585,-0.109,NA,NA,0.502,"157"
"676",2007,"Daniel Chopra","48",3,1,70.948,106,20.21,55.34,297.6,4.68,65.2,4796.833,28.74,60.39,0.222,0.18,NA,NA,0.402,"125"
"677",2008,"Daniel Chopra","58",1,1,71.204,84,17.69,52.76,294.2,4.72,59.77,3986,28.06,57.24,0.786,-0.726,"99","150",0.061,"66"
"678",2009,"Daniel Chopra","69",2,0,71.372,89,23.3,57.37,297.1,4.65,63.11,4506.5,28.37,55.33,0.302,-0.319,NA,NA,-0.017,"138"
"679",2010,"Daniel Chopra","173",0,0,72.194,74,20.6,51.27,295.9,4.67,61.64,3842.5,28.88,56.16,0.361,-1.461,NA,NA,-1.096,"277"
"680",2012,"Daniel Chopra","128",0,0,71.872,55,18.89,47.27,295.6,4.73,59.8,2580.167,28.59,53.39,0.331,-1.01,NA,NA,-0.679,"261"
"681",2011,"Daniel Summerhays","173",0,0,72.487,75,13.01,62.83,284.9,4.79,63.24,3604.667,29.7,55.07,-0.292,-1.288,NA,NA,-1.581,"240"
"682",2012,"Daniel Summerhays","77",4,0,70.722,81,25.45,61.93,289.3,4.73,67.68,3536.167,29.55,56.03,-0.053,0.178,NA,NA,0.126,"58"
"683",2013,"Daniel Summerhays","58",4,0,70.813,83,25.22,62.08,285.7,4.61,64.46,3729.5,28.72,59.13,0.221,0.232,NA,NA,0.453,"248"
"684",2014,"Daniel Summerhays","61",2,0,70.566,98,20.31,66.3,282.2,4.66,66.89,4644.75,29.16,58.22,0.492,0.184,NA,NA,0.675,"97"
"685",2015,"Daniel Summerhays","64",5,0,70.397,101,25.56,61.79,284,4.67,65.62,4682.833,28.54,57.76,0.644,-0.103,NA,NA,0.541,"101"
"686",2016,"Daniel Summerhays","69",2,0,70.771,99,21.09,58.65,288,4.62,63.02,4976.417,28.54,57.21,0.592,-0.356,NA,NA,0.236,"115"
"687",2017,"Daniel Summerhays","138",1,0,71.197,100,19.65,62.69,286.9,4.71,63.02,4339.5,28.97,56.76,0.195,-0.049,"46","297",0.146,"88"
"688",2018,"Daniel Summerhays","185",1,0,73.177,51,16.25,54.69,287.1,4.69,56.79,2599.083,27.82,54.86,0.736,-2.84,NA,NA,-2.105,"248"
"689",2005,"Danny Briggs","188",1,0,72.244,70,14.81,67.86,276.1,4.73,63.89,3763.667,29.72,55.43,-0.146,-0.626,NA,NA,-0.772,"65"
"690",2006,"Danny Ellis","169",1,0,71.769,68,18.95,60.58,293.6,4.75,62.59,3218.833,28.84,58,0.214,-0.447,NA,NA,-0.248,"81"
"691",2012,"Danny Lee","70",0,0,71.062,74,21.89,57.44,291.9,4.75,65.24,2999.417,28.98,56.66,0.04,-0.003,NA,NA,0.037,"160"
"692",2014,"Danny Lee","113",1,0,70.802,84,20.59,65.05,284.2,4.64,64.44,4140.083,29.16,57.62,0.141,-0.123,NA,NA,0.018,"240"
"693",2015,"Danny Lee","20",8,1,70.398,120,21.09,63.92,283.1,4.68,65.69,4900.75,28.27,60.86,0.374,0.354,NA,NA,0.729,"193"
"694",2016,"Danny Lee","66",2,0,71.118,93,17.2,64.05,286.6,4.69,63.95,3719.833,29.12,57.19,-0.207,0.51,"17","292",0.302,"38"
"695",2017,"Danny Lee","56",4,0,70.86,93,20.99,62.72,291.1,4.72,66.1,4070.833,28.81,55.43,0.247,0.078,NA,NA,0.325,"106"
"696",2018,"Danny Lee","76",3,0,71.196,88,19.41,62.65,290.6,4.73,65.05,3576.75,28.56,60.81,0.156,-0.099,NA,NA,0.058,"169"
"697",2005,"Darron Stiles","41",2,0,71,78,22.93,69.27,283.6,4.65,66.52,3308.333,28.87,60.92,0.167,0.172,NA,NA,0.339,"69"
"698",2007,"Darron Stiles","119",0,0,71.592,65,22.37,68.35,284.8,4.68,65.48,2699.583,30.07,51.98,-1.017,0.368,NA,NA,-0.649,"68"
"699",2009,"Darron Stiles","136",1,0,71.853,52,12.27,71.3,279.8,4.72,65.63,1888.917,29.63,56.57,-0.655,0.187,NA,NA,-0.467,"71"
"700",2013,"Darron Stiles","132",0,0,71.947,51,12.08,67.64,275.1,4.74,62.24,1873.917,29.04,61.26,-0.427,-0.484,NA,NA,-0.912,"26"
"701",2006,"David Branshaw","46",2,0,71.237,98,19.67,68.23,287.7,4.68,69.67,4562.5,29.67,60.37,-0.173,0.171,NA,NA,-0.019,"23"
"702",2007,"David Branshaw","181",1,0,72.223,83,16.19,65.74,289.2,4.81,64.73,4297.5,30.01,52.75,-0.382,-0.662,NA,NA,-1.044,"29"
"703",2006,"David Duval","137",0,0,71.636,71,15.79,51.09,297.4,4.73,60.06,3041.25,28.87,52.42,0.157,-0.816,"99","159",-0.679,"60"
"704",2008,"David Duval","194",0,0,73.203,51,16.59,49.01,285.5,4.91,57.84,2284.5,29.35,49.1,-0.16,-1.716,NA,NA,-1.876,"14"
"705",2009,"David Duval","141",1,0,72.303,56,16.41,50.9,292.7,4.73,60.91,2324.75,28.96,48.98,-0.126,-1.602,NA,NA,-1.728,"7"
"706",2010,"David Duval","168",2,0,71.688,71,22.44,57.08,286.9,4.83,66.1,2882.25,29.48,52.26,0.12,-0.397,"99","151",-0.278,"108"
"707",2011,"David Duval","176",1,0,71.873,67,20.09,51.88,296.3,4.78,64.1,2920.25,29.46,52.66,-0.364,-0.437,NA,NA,-0.801,"196"
"708",2005,"David Hearn","106",0,0,71.592,68,21.03,68.53,295.2,4.74,68.14,3240.75,30.22,52.82,-0.763,0.703,NA,NA,-0.06,"10"
"709",2011,"David Hearn","77",3,0,70.709,88,18.47,63.36,290.9,4.73,68.82,3700.75,29.51,59.47,0.223,-0.001,NA,NA,0.222,"4"
"710",2012,"David Hearn","96",2,0,70.802,95,20.48,62.25,286.7,4.72,66.32,4302,29.12,61.11,0.261,-0.001,NA,NA,0.261,"242"
"711",2013,"David Hearn","102",2,0,70.738,88,21.63,62.08,279.7,4.73,64.71,3472.667,28.48,57.78,0.484,-0.139,NA,NA,0.345,"225"
"712",2014,"David Hearn","73",3,0,70.83,97,19.41,67.48,279.1,4.72,66.38,4067.833,29.02,60.99,0.315,0.136,NA,NA,0.451,"109"
"713",2015,"David Hearn","110",4,0,70.843,97,14.57,64.16,280.6,4.73,67.98,3872.75,28.93,57.42,0.358,-0.002,NA,NA,0.356,"168"
"714",2016,"David Hearn","33",2,0,70.87,95,17.26,65.94,281.2,4.72,68.25,3517.333,29.08,61.14,0.214,0.311,NA,NA,0.525,"148"
"715",2017,"David Hearn","151",2,0,71.107,93,21.72,66.75,281,4.67,64.71,3352,29.07,61.85,-0.052,-0.044,NA,NA,-0.096,"179"
"716",2018,"David Hearn","125",2,0,71.325,66,18.82,66.63,285.1,4.65,68.89,2149,29.58,55.65,-0.127,0.095,NA,NA,-0.031,"116"
"717",2006,"David Howell","86",1,0,70.885,52,19.21,62.38,289.1,4.76,63.21,1821,28.89,53.69,0.637,0.074,"19","290",0.675,"14"
"718",2013,"David Lingmerth","77",3,0,70.996,68,18.06,64.87,285.8,4.72,63.24,2947,28.88,58.44,-0.009,0.024,NA,NA,0.015,"152"
"719",2014,"David Lingmerth","136",2,0,71.469,80,20.33,59.83,289.8,4.78,63.3,3718.5,28.93,54.58,-0.087,-0.22,NA,NA,-0.307,"110"
"720",2015,"David Lingmerth","66",4,1,70.8,90,19.42,65.51,289.5,4.64,64.94,3786.75,28.66,61.27,0.039,0.366,NA,NA,0.405,"185"
"721",2016,"David Lingmerth","103",2,0,71.05,84,20.09,67.36,284.8,4.69,63.99,3143.833,28.75,59.57,0.055,0.206,"99","152",0.261,"42"
"722",2017,"David Lingmerth","54",1,0,70.755,79,16.82,62.12,289.8,4.66,62.83,3422.417,28.15,58.53,0.468,-0.095,NA,NA,0.373,"92"
"723",2018,"David Lingmerth","116",0,0,71.043,82,22.81,68.93,285.4,4.67,63.03,3777.75,28.5,58.57,0.229,-0.235,NA,NA,-0.007,"178"
"724",2008,"David Lutterus","192",0,0,72.383,59,14.35,61.06,287.9,4.93,62.37,2577.333,30,52.65,-0.903,-0.798,NA,NA,-1.701,"66"
"725",2010,"David Lutterus","180",0,0,72.17,69,16.29,56.61,291.9,4.77,64.29,2889,29.86,54.81,-0.33,-0.707,NA,NA,-1.044,"158"
"726",2013,"David Lynn","146",2,0,71.016,70,18.69,59.27,277.9,4.74,62.48,2638.667,28.7,60.52,0.432,-0.071,"46","293",0.361,"57"
"727",2009,"David Mathis","158",0,0,71.304,82,21.03,62.37,280.8,4.73,63.08,3790.583,28.67,61.19,0.349,-0.666,NA,NA,-0.317,"64"
"728",2011,"David Mathis","119",1,0,70.899,83,16.39,66.82,282,4.75,64.29,3481.417,28.84,60.81,0.215,-0.12,NA,NA,0.095,"62"
"729",2012,"David Mathis","162",2,0,71.333,83,17.7,63.22,278.1,4.82,61.04,3741.583,28.58,57.78,0.338,-0.443,NA,NA,-0.105,"106"
"730",2013,"David Mathis","174",1,0,72.222,71,17.11,62.42,280.6,4.74,63.6,3260.417,29.73,52.39,-0.448,-0.701,NA,NA,-1.149,"87"
"731",2006,"David McKenzie","105",2,0,71.491,82,18.1,67.41,284.4,4.76,65.83,3813.833,29.19,57.11,0.246,-0.626,NA,NA,-0.504,"90"
"732",2005,"David Toms","6",11,1,69.66,87,24.51,65.96,287.8,4.58,67.39,2885,28.71,56.86,0.305,0.922,"99","152",1.226,"8"
"733",2006,"David Toms","10",6,1,70.089,76,25.54,69.18,285.4,4.65,66.18,2937.917,29.01,59.29,0.338,0.911,"99","150",1.249,"8"
"734",2007,"David Toms","80",7,0,69.883,80,18.58,64.85,282.5,4.7,63.78,2865.833,28.83,58.57,0.278,0.612,"9","294",0.89,"20"
"735",2008,"David Toms","79",1,0,70.317,70,19.16,65.58,282.2,4.68,65.2,2547.333,29.32,52.11,-0.193,0.741,"42","299",0.548,"53"
"736",2009,"David Toms","9",7,0,69.73,98,22.22,73.26,284.2,4.64,68.32,3515.917,28.97,61.19,0.093,1.057,NA,NA,1.15,"64"
"737",2010,"David Toms","40",2,0,70.337,86,20,71.88,281.3,4.72,67.58,2884.667,28.89,61.29,0.274,0.433,"14","286",0.693,"61"
"738",2011,"David Toms","3",7,1,69.706,78,22.04,71.82,279.1,4.59,70.2,2464.417,28.96,61.21,0.446,0.836,"24","286",1.282,"79"
"739",2012,"David Toms","61",5,0,70.74,60,16.77,69.75,275.5,4.71,66.09,1886.5,29.22,61.86,-0.141,0.331,"50","296",0.191,"34"
"740",2013,"David Toms","66",1,0,71.134,49,19.85,66.5,277.4,4.78,63.64,1502.667,29.02,59.72,-0.379,-0.301,"13","287",-0.679,"76"
"741",2014,"David Toms","65",2,0,70.35,64,19.86,75.49,275.1,4.76,68.73,2326,29.29,61.6,0.055,0.405,NA,NA,0.46,"148"
"742",2015,"David Toms","121",2,0,71.092,62,20.57,74.5,270,4.79,64.66,2578.583,28.74,63.96,-0.102,0.178,NA,NA,0.076,"210"
"743",2016,"David Toms","137",1,0,70.872,62,21.21,67.98,269.7,4.74,65.5,2384.25,29.21,61.04,0.132,0.248,NA,NA,0.38,"209"
"744",2005,"Davis Love III","7",9,0,69.839,80,24.26,57.88,305.4,4.61,66.81,3200.083,29.15,59.82,0.195,0.945,"99","151",1.14,"169"
"745",2006,"Davis Love III","17",4,1,70.785,85,22.52,59.89,301.9,4.6,66.59,3137.75,29,55.14,0.266,0.586,"22","291",0.758,"138"
"746",2007,"Davis Love III","187",3,0,70.984,66,21.27,58.58,296.8,4.71,64.02,2771.5,30.12,52.73,-0.29,0.337,"27","300",0.048,"59"
"747",2008,"Davis Love III","73",3,1,70.297,78,18,58.22,301.3,4.7,64.74,3290.667,29.5,55.56,-0.1,0.764,NA,NA,0.664,"115"
"748",2009,"Davis Love III","57",2,0,70.55,89,20.32,58.97,299.9,4.6,66.92,3975.25,29.52,57.53,-0.274,0.758,NA,NA,0.485,"72"
"749",2010,"Davis Love III","69",3,0,70.888,79,22.32,64.2,297.7,4.6,70.25,2965.417,30.24,54.37,-0.51,0.68,NA,NA,0.173,"89"
"750",2011,"Davis Love III","126",2,0,70.548,70,22.73,59.45,298.5,4.67,68.25,2412.083,30.04,54,-0.318,0.708,"99","152",0.389,"59"
"751",2012,"Davis Love III","52",3,0,70.194,64,22.61,59.11,296.3,4.69,65.02,2467.333,29.11,54.84,0.063,0.803,NA,NA,0.867,"169"
"752",2014,"Davis Love III","145",0,0,71.364,74,20.54,59.04,296.3,4.69,64.51,3305.667,29.63,55.43,-0.361,-0.056,NA,NA,-0.418,"66"
"753",2015,"Davis Love III","155",2,1,71.289,51,15.97,64.94,294.7,4.74,67.43,2077.667,29.67,57.19,-0.347,-0.031,NA,NA,-0.377,"157"
"754",2016,"Dawie van der Walt","125",0,0,71.376,72,18.43,56.89,290.2,4.66,66.75,3166.833,29.49,52.03,-0.061,-0.213,NA,NA,-0.274,"244"
"755",2005,"Dean Wilson","40",4,0,70.796,86,17.17,65.19,281.9,4.63,65.63,4130.75,28.78,59.21,0.442,-0.083,NA,NA,0.358,"175"
"756",2006,"Dean Wilson","67",6,1,70.67,115,23.43,63.47,282.9,4.7,65.27,4837.5,28.83,59.37,0.661,-0.169,NA,NA,0.408,"136"
"757",2007,"Dean Wilson","143",4,0,70.557,92,14.34,64,277.2,4.75,63.35,3918.583,28.96,59.31,0.619,-0.175,"30","301",0.444,"76"
"758",2008,"Dean Wilson","139",3,0,70.712,109,18.1,61.7,276.2,4.76,65.61,4113.083,29.16,57.23,0.579,-0.238,NA,NA,0.341,"152"
"759",2009,"Dean Wilson","93",0,0,71.117,81,18.64,64.33,270.3,4.65,65.01,3090.417,28.6,57.32,0.351,-0.331,NA,NA,0.02,"176"
"760",2010,"Dean Wilson","73",1,0,70.223,54,22.32,67.37,281.6,4.72,68.98,1962.667,28.79,67.16,0.781,-0.044,NA,NA,0.736,"4"
"761",2011,"Dean Wilson","144",0,0,71.195,62,18.07,65.27,276.8,4.7,62.63,2893.083,28.66,61.63,0.492,-0.712,NA,NA,-0.22,"268"
"762",2005,"Dennis Paulson","184",1,0,72.564,63,16.97,54.62,298.2,4.68,62.26,3784.667,29.75,52.34,-0.427,-0.494,NA,NA,-0.921,"140"
